data_coleta,data_checkin,data_checkout,noites,hospedes,produto_villa_referencia,unidade_villa_referencia,concorrente,canal,link,disponivel,preco_total_visivel_canal,preco_diaria_visivel_canal,taxas_inclusas,minimo_noites,observacoes,preco_diaria_motor_equivalente,status
2026-07-27,2026-11-06,2026-11-08,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2026-11-06&checkout=2026-11-08&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 5A (teto de mercado). Booking exibe: 'Não temos disponibilidade aqui de sex., 6 de nov. de 2026 a dom., 8 de nov. de 2026.' Todas as categorias indisponíveis, incluindo a âncora (Suíte Superior).",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-27,2026-11-09,2026-11-12,3,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2026-11-09&checkout=2026-11-12&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.575,00","R$ 525,00",SIM,"não informado","Rodada 5B (meio de semana comum de novembro). Âncora: Quarto Duplo Standard.","R$ 420,00",COLETADO_COM_SUCESSO
2026-07-27,2026-11-09,2026-11-12,3,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2026-11-09&checkout=2026-11-12&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 744,00 (com 20% de desconto ativo; original R$ 930,00)","R$ 248,00",SIM,"não informado","Rodada 5B. Âncora: Apartamento Standard. Preço com desconto promocional ativo no momento da coleta.","R$ 198,40",COLETADO_COM_SUCESSO
2026-07-27,2026-11-09,2026-11-12,3,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2026-11-09&checkout=2026-11-12&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.608,00","R$ 536,00",SIM,"não informado","Rodada 5B. Âncora: Suíte Standard.","R$ 428,80",COLETADO_COM_SUCESSO
2026-07-27,2026-11-09,2026-11-12,3,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2026-11-09&checkout=2026-11-12&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.458,00","R$ 486,00",SIM,"não informado","Rodada 5B. Âncora: Suíte Loft Riviera. Estava esgotada na Rodada 5A (fim de semana); disponível nesta rodada (meio de semana).","R$ 388,80",COLETADO_COM_SUCESSO
2026-07-27,2026-11-09,2026-11-12,3,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2026-11-09&checkout=2026-11-12&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.536,00","R$ 512,00",SIM,"não informado","Rodada 5B. Âncora: Quarto Duplo Deluxe com Vista Lateral do Mar (plano mais barato entre 2 opções da mesma categoria).","R$ 409,60",COLETADO_COM_SUCESSO
2026-07-27,2026-11-09,2026-11-12,3,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2026-11-09&checkout=2026-11-12&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.068,00 (R$ 948,00 + R$ 120,00 de impostos/taxas exibidos à parte)","R$ 356,00",NAO (taxas separadas neste site — já somadas ao total acima),"não informado","Rodada 5B. Âncora: Quarto Duplo Clássico.","R$ 284,80",COLETADO_COM_SUCESSO
2026-07-27,2026-11-09,2026-11-12,3,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Dom Capudi,Booking,https://www.booking.com/hotel/br/pousada-dom-capudi.pt-br.html?checkin=2026-11-09&checkout=2026-11-12&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.354,00","R$ 451,33",SIM,"não informado","Rodada 5B. Âncora: Quarto Duplo (plano mais barato entre 2 opções da mesma categoria).","R$ 361,07",COLETADO_COM_SUCESSO
2026-07-27,2026-11-09,2026-11-12,3,2,Pousada Arágua,base (Organic/Fuego/Metallo),Morada do Guaruça,Booking,https://www.booking.com/hotel/br/morada-do-guaruca.pt-br.html?checkin=2026-11-09&checkout=2026-11-12&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.597,00","R$ 532,33",SIM,"não informado","Rodada 5B (ampliada). Âncora: Apartamento de 1 Quarto. Estava esgotada na Rodada 5A; disponível nesta rodada.","R$ 425,87",COLETADO_COM_SUCESSO
2026-07-27,2026-11-09,2026-11-12,3,2,Pousada Arágua,base (Organic/Fuego/Metallo),UP Hotel Boutique,Booking,https://www.booking.com/hotel/br/up-boutique.pt-br.html?checkin=2026-11-09&checkout=2026-11-12&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.507,00 (7% off; original R$ 1.620,00)","R$ 502,33",SIM,"não informado","Rodada 5B (ampliada). Âncora: Quarto Duplo Deluxe com Banheira (plano mais barato entre 2 opções da mesma categoria).","R$ 401,87",COLETADO_COM_SUCESSO
2026-07-27,2026-11-09,2026-11-12,3,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2026-11-09&checkout=2026-11-12&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 3.600,00","R$ 1.200,00",SIM,"não informado","Rodada 5B (teto de mercado). Âncora: Suíte Superior. Referência, não entra em nenhuma média. Estava esgotado na Rodada 5A; disponível nesta rodada.","R$ 960,00",COLETADO_COM_SUCESSO
2026-07-28,2026-12-07,2026-12-11,4,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2026-12-07&checkout=2026-12-11&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 2.640,00","R$ 660,00",SIM,"não informado","Rodada 6A (dias de semana, pré-alta dezembro). Âncora: Quarto Duplo Standard.","R$ 528,00",COLETADO_COM_SUCESSO
2026-07-28,2026-12-07,2026-12-11,4,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2026-12-07&checkout=2026-12-11&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 924,00 (com 30% de desconto ativo; original R$ 1.320,00)","R$ 231,00",SIM,"não informado","Rodada 6A. Âncora: Apartamento Standard. Preço com desconto promocional ativo no momento da coleta.","R$ 184,80",COLETADO_COM_SUCESSO
2026-07-28,2026-12-07,2026-12-11,4,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2026-12-07&checkout=2026-12-11&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 2.227,00","R$ 556,75",SIM,"não informado","Rodada 6A. Âncora: Suíte Standard.","R$ 445,40",COLETADO_COM_SUCESSO
2026-07-28,2026-12-07,2026-12-11,4,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2026-12-07&checkout=2026-12-11&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 2.300,00","R$ 575,00",SIM,"não informado","Rodada 6A. Âncora: Suíte Loft Riviera.","R$ 460,00",COLETADO_COM_SUCESSO
2026-07-28,2026-12-07,2026-12-11,4,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2026-12-07&checkout=2026-12-11&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 3.317,00","R$ 829,25",SIM,"não informado","Rodada 6A. Âncora: Quarto Duplo Deluxe com Vista Lateral do Mar (plano mais barato entre 2 opções da mesma categoria).","R$ 663,40",COLETADO_COM_SUCESSO
2026-07-28,2026-12-07,2026-12-11,4,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2026-12-07&checkout=2026-12-11&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.559,00 (R$ 1.439,00 + R$ 120,00 de impostos/taxas exibidos à parte)","R$ 389,75",NAO (taxas separadas neste site — já somadas ao total acima),"não informado","Rodada 6A. Âncora: Quarto Duplo Clássico.","R$ 311,80",COLETADO_COM_SUCESSO
2026-07-28,2026-12-07,2026-12-11,4,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Dom Capudi,Booking,https://www.booking.com/hotel/br/pousada-dom-capudi.pt-br.html?checkin=2026-12-07&checkout=2026-12-11&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.805,00","R$ 451,25",SIM,"não informado","Rodada 6A. Âncora: Quarto Duplo (plano mais barato entre 2 opções da mesma categoria).","R$ 361,00",COLETADO_COM_SUCESSO
2026-07-28,2026-12-07,2026-12-11,4,2,Pousada Arágua,base (Organic/Fuego/Metallo),Morada do Guaruça,Booking,https://www.booking.com/hotel/br/morada-do-guaruca.pt-br.html?checkin=2026-12-07&checkout=2026-12-11&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 6A. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-28,2026-12-07,2026-12-11,4,2,Pousada Arágua,base (Organic/Fuego/Metallo),UP Hotel Boutique,Booking,https://www.booking.com/hotel/br/up-boutique.pt-br.html?checkin=2026-12-07&checkout=2026-12-11&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 2.762,00 (7% off; original R$ 2.970,00)","R$ 690,50",SIM,"não informado","Rodada 6A (ampliada). Âncora: Quarto Duplo Deluxe com Banheira (plano mais barato entre 2 opções da mesma categoria).","R$ 552,40",COLETADO_COM_SUCESSO
2026-07-28,2026-12-07,2026-12-11,4,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2026-12-07&checkout=2026-12-11&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 6.800,00","R$ 1.700,00",SIM,"não informado","Rodada 6A (teto de mercado). Âncora: Suíte Superior. Referência, não entra em nenhuma média. Booking exibia aviso: 'Oferta limitada em Bombinhas nas suas datas: 6 hotéis 4 estrelas como este já estão indisponíveis no nosso site'.","R$ 1.360,00",COLETADO_COM_SUCESSO
2026-07-28,2026-12-11,2026-12-13,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2026-12-11&checkout=2026-12-13&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.320,00","R$ 660,00",SIM,"não informado","Rodada 6B (final de semana, pré-alta dezembro). Âncora: Quarto Duplo Standard.","R$ 528,00",COLETADO_COM_SUCESSO
2026-07-28,2026-12-11,2026-12-13,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2026-12-11&checkout=2026-12-13&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 704,00 (com 20% de desconto ativo; original R$ 880,00)","R$ 352,00",SIM,"não informado","Rodada 6B. Âncora: Apartamento Standard. Preço com desconto promocional ativo no momento da coleta.","R$ 281,60",COLETADO_COM_SUCESSO
2026-07-28,2026-12-11,2026-12-13,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2026-12-11&checkout=2026-12-13&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 1.114,00","R$ 557,00",SIM,"não informado","Rodada 6B. Âncora: Suíte Standard.","R$ 445,60",COLETADO_COM_SUCESSO
2026-07-28,2026-12-11,2026-12-13,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2026-12-11&checkout=2026-12-13&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 6B. Booking exibe: 'Não temos disponibilidade aqui de sex., 11 de dez. de 2026 a dom., 13 de dez. de 2026.' Todas as categorias indisponíveis, incluindo a âncora (Suíte Loft Riviera).",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-28,2026-12-11,2026-12-13,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2026-12-11&checkout=2026-12-13&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 6B. Booking exibe: 'Não temos disponibilidade aqui de sex., 11 de dez. de 2026 a dom., 13 de dez. de 2026.' Todas as categorias indisponíveis, incluindo a âncora (Quarto Duplo Deluxe com Vista Lateral do Mar).",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-28,2026-12-11,2026-12-13,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2026-12-11&checkout=2026-12-13&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 927,00 (R$ 807,00 + R$ 120,00 de impostos/taxas exibidos à parte)","R$ 463,50",NAO (taxas separadas neste site — já somadas ao total acima),"não informado","Rodada 6B. Âncora: Quarto Duplo Clássico.","R$ 370,80",COLETADO_COM_SUCESSO
2026-07-28,2026-12-11,2026-12-13,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Dom Capudi,Booking,https://www.booking.com/hotel/br/pousada-dom-capudi.pt-br.html?checkin=2026-12-11&checkout=2026-12-13&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 903,00","R$ 451,50",SIM,"não informado","Rodada 6B. Âncora: Quarto Duplo (plano mais barato entre 2 opções da mesma categoria).","R$ 361,20",COLETADO_COM_SUCESSO
2026-07-28,2026-12-11,2026-12-13,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),Morada do Guaruça,Booking,https://www.booking.com/hotel/br/morada-do-guaruca.pt-br.html?checkin=2026-12-11&checkout=2026-12-13&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 6B. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-28,2026-12-11,2026-12-13,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),UP Hotel Boutique,Booking,https://www.booking.com/hotel/br/up-boutique.pt-br.html?checkin=2026-12-11&checkout=2026-12-13&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 6B. Booking exibe: 'Você precisa se hospedar por 3 diárias ou mais para reservar as datas selecionadas' — restrição de mínimo de noites, não esgotamento propriamente dito.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-28,2026-12-11,2026-12-13,2,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2026-12-11&checkout=2026-12-13&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 6B (teto de mercado). Booking exibe: 'Não temos disponibilidade' para todas as categorias. Aviso: 'Oferta limitada em Bombinhas nas suas datas: 7 hotéis 4 estrelas como este já estão indisponíveis no nosso site' — sinal de escassez regional mais forte que na Rodada 6A (6 hotéis) e na Rodada 4 (6 hotéis).",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-18,2026-12-24,6,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2026-12-18&checkout=2026-12-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 3.960,00","R$ 660,00",SIM,"não informado","Rodada 7A (janela Natal 18-24/12, antes da virada principal). Âncora: Quarto Duplo Standard.","R$ 528,00",COLETADO_COM_SUCESSO
2026-07-29,2026-12-18,2026-12-24,6,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2026-12-18&checkout=2026-12-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 2.508,00 (com 15% de desconto ativo; original R$ 2.950,00)","R$ 418,00",SIM,"não informado","Rodada 7A. Âncora: Apartamento Standard. Preço com desconto promocional ativo no momento da coleta.","R$ 334,40",COLETADO_COM_SUCESSO
2026-07-29,2026-12-18,2026-12-24,6,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2026-12-18&checkout=2026-12-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 3.828,00","R$ 638,00",SIM,"não informado","Rodada 7A. Âncora: Suíte Standard.","R$ 510,40",COLETADO_COM_SUCESSO
2026-07-29,2026-12-18,2026-12-24,6,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2026-12-18&checkout=2026-12-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 6.384,00","R$ 1.064,00",SIM,"não informado","Rodada 7A. Âncora: Suíte Loft Riviera.","R$ 851,20",COLETADO_COM_SUCESSO
2026-07-29,2026-12-18,2026-12-24,6,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2026-12-18&checkout=2026-12-24&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 7A. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-18,2026-12-24,6,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2026-12-18&checkout=2026-12-24&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 7A. Âncora aprovada (Quarto Duplo Clássico) não aparecia entre as categorias disponíveis — provável esgotamento. Só a categoria Suíte (R$ 3.543 + R$ 120 taxas) seguia à venda, não usada por não ser a âncora aprovada.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-18,2026-12-24,6,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Dom Capudi,Booking,https://www.booking.com/hotel/br/pousada-dom-capudi.pt-br.html?checkin=2026-12-18&checkout=2026-12-24&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 7A. Âncora aprovada (Quarto Duplo) não aparecia entre as categorias disponíveis — provável esgotamento. Categorias mais caras seguiam à venda (Suíte Premium e acima), não usadas por não serem a âncora aprovada.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-18,2026-12-24,6,2,Pousada Arágua,base (Organic/Fuego/Metallo),Morada do Guaruça,Booking,https://www.booking.com/hotel/br/morada-do-guaruca.pt-br.html?checkin=2026-12-18&checkout=2026-12-24&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 7A. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-18,2026-12-24,6,2,Pousada Arágua,base (Organic/Fuego/Metallo),UP Hotel Boutique,Booking,https://www.booking.com/hotel/br/up-boutique.pt-br.html?checkin=2026-12-18&checkout=2026-12-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 5.700,00 (10% off; original R$ 6.334,00)","R$ 950,00",SIM,"não informado","Rodada 7A (ampliada). Âncora: Quarto Duplo Deluxe com Banheira (plano mais barato entre 2 opções da mesma categoria).","R$ 760,00",COLETADO_COM_SUCESSO
2026-07-29,2026-12-18,2026-12-24,6,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2026-12-18&checkout=2026-12-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 13.800,00","R$ 2.300,00",SIM,"não informado","Rodada 7A (teto de mercado). Âncora: Suíte Superior. Referência, não entra em nenhuma média. Booking exibia aviso: 'Oferta limitada em Bombinhas nas suas datas: 6 hotéis 4 estrelas como este já estão indisponíveis no nosso site'.","R$ 1.840,00",COLETADO_COM_SUCESSO
2026-07-29,2026-12-20,2026-12-25,5,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2026-12-20&checkout=2026-12-25&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 3.300,00","R$ 660,00",SIM,"não informado","Rodada 7B (pacote principal de Natal, mín. 5 diárias). Âncora: Quarto Duplo Standard.","R$ 528,00",COLETADO_COM_SUCESSO
2026-07-29,2026-12-20,2026-12-25,5,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2026-12-20&checkout=2026-12-25&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 2.253,00 (com 15% de desconto ativo; original R$ 2.650,00)","R$ 450,60",SIM,"não informado","Rodada 7B. Âncora: Apartamento Standard. Preço com desconto promocional ativo no momento da coleta.","R$ 360,48",COLETADO_COM_SUCESSO
2026-07-29,2026-12-20,2026-12-25,5,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2026-12-20&checkout=2026-12-25&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 3.190,00","R$ 638,00",SIM,"não informado","Rodada 7B. Âncora: Suíte Standard.","R$ 510,40",COLETADO_COM_SUCESSO
2026-07-29,2026-12-20,2026-12-25,5,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2026-12-20&checkout=2026-12-25&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 7B. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-20,2026-12-25,5,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2026-12-20&checkout=2026-12-25&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 7B. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-20,2026-12-25,5,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2026-12-20&checkout=2026-12-25&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 7B. Âncora aprovada (Quarto Duplo Clássico) não aparecia entre as categorias disponíveis — provável esgotamento. Só a categoria Suíte seguia à venda, não usada por não ser a âncora aprovada.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-20,2026-12-25,5,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Dom Capudi,Booking,https://www.booking.com/hotel/br/pousada-dom-capudi.pt-br.html?checkin=2026-12-20&checkout=2026-12-25&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 7B. Âncora aprovada (Quarto Duplo) não aparecia entre as categorias disponíveis — provável esgotamento. Categorias mais caras seguiam à venda, não usadas por não serem a âncora aprovada.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-20,2026-12-25,5,2,Pousada Arágua,base (Organic/Fuego/Metallo),Morada do Guaruça,Booking,https://www.booking.com/hotel/br/morada-do-guaruca.pt-br.html?checkin=2026-12-20&checkout=2026-12-25&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 7B. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-20,2026-12-25,5,2,Pousada Arágua,base (Organic/Fuego/Metallo),UP Hotel Boutique,Booking,https://www.booking.com/hotel/br/up-boutique.pt-br.html?checkin=2026-12-20&checkout=2026-12-25&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 5.322,00 (5% off; original R$ 5.602,00)","R$ 1.064,40",SIM,"não informado","Rodada 7B (ampliada). Âncora: Quarto Duplo Deluxe com Banheira (plano mais barato entre 2 opções da mesma categoria).","R$ 851,52",COLETADO_COM_SUCESSO
2026-07-29,2026-12-20,2026-12-25,5,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2026-12-20&checkout=2026-12-25&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 11.500,00","R$ 2.300,00",SIM,"não informado","Rodada 7B (teto de mercado). Âncora: Suíte Superior. Referência, não entra em nenhuma média.","R$ 1.840,00",COLETADO_COM_SUCESSO
2026-07-29,2026-12-27,2027-01-03,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2026-12-27&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 7.245,00","R$ 1.035,00",SIM,"não informado","Rodada 8A (pacote principal de Réveillon, mín. 7 diárias). Âncora: Quarto Duplo Standard.","R$ 828,00",COLETADO_COM_SUCESSO
2026-07-29,2026-12-27,2027-01-03,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2026-12-27&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 6.280,00 (com 20% de desconto ativo; original R$ 7.850,00)","R$ 897,14",SIM,"não informado","Rodada 8A. Âncora: Apartamento Standard. Preço com desconto promocional ativo no momento da coleta.","R$ 717,71",COLETADO_COM_SUCESSO
